filename,if_plate_id,position,sample,status,locations,antibody,ensembl_ids,gene_names
/archive/4/4_F2_2_,4,F2,2,35,"Cytosol,Nucleoplasm",HPA005525,ENSG00000100462,PRMT5
/archive/4/4_F3_1_,4,F3,1,35,"Cytosol,Nucleoplasm,Plasma membrane",HPA006394,ENSG00000088808,PPP1R13B
/archive/4/4_F3_2_,4,F3,2,35,"Cytosol,Nucleoplasm,Plasma membrane",HPA006394,ENSG00000088808,PPP1R13B
/archive/4/4_F5_1_,4,F5,1,35,Plasma membrane,HPA006379,ENSG00000128283,CDC42EP1
/archive/4/4_F5_2_,4,F5,2,35,Plasma membrane,HPA006379,ENSG00000128283,CDC42EP1
/archive/4/4_F9_1_,4,F9,1,35,Plasma membrane,HPA006316,ENSG00000147257,GPC3
/archive/4/4_F9_2_,4,F9,2,35,Plasma membrane,HPA006316,ENSG00000147257,GPC3
/archive/4/4_G1_1_,4,G1,1,35,Nuclear speckles,HPA003025,ENSG00000119707,RBM25
/archive/4/4_G1_2_,4,G1,2,35,Nuclear speckles,HPA003025,ENSG00000119707,RBM25
/archive/4/4_G11_1_,4,G11,1,35,Nucleoplasm,HPA004890,ENSG00000105705,SUGP1
/archive/4/4_G11_2_,4,G11,2,35,Nucleoplasm,HPA004890,ENSG00000105705,SUGP1
/archive/4/4_G12_1_,4,G12,1,35,"Cytosol,Vesicles",HPA005457,ENSG00000138674,SEC31A
/archive/4/4_G12_2_,4,G12,2,35,"Cytosol,Vesicles",HPA005457,ENSG00000138674,SEC31A
/archive/4/4_G2_1_,4,G2,1,35,"Cytosol,Nucleoplasm",HPA005544,ENSG00000182979,MTA1
/archive/4/4_G2_2_,4,G2,2,35,"Cytosol,Nucleoplasm",HPA005544,ENSG00000182979,MTA1
/archive/4/4_G3_1_,4,G3,1,35,"Cytosol,Nucleoli",HPA006504,ENSG00000129534,MIS18BP1
/archive/4/4_G3_2_,4,G3,2,35,"Cytosol,Nucleoli",HPA006504,ENSG00000129534,MIS18BP1
/archive/4/4_H10_1_,4,H10,1,35,"Cytosol,Nucleoplasm",HPA003215,ENSG00000087263,OGFOD1
/archive/4/4_H10_2_,4,H10,2,35,"Cytosol,Nucleoplasm",HPA003215,ENSG00000087263,OGFOD1
/archive/4/4_H11_1_,4,H11,1,35,Cytosol,HPA004926,ENSG00000196428,TSC22D2
/archive/4/4_H11_2_,4,H11,2,35,Cytosol,HPA004926,ENSG00000196428,TSC22D2
/archive/4/4_H6_1_,4,H6,1,35,Nucleoplasm,HPA003033,ENSG00000181433,SAGE1
/archive/4/4_H6_2_,4,H6,2,35,Nucleoplasm,HPA003033,ENSG00000181433,SAGE1
/archive/4/4_H7_1_,4,H7,1,35,"Cytosol,Mitochondria,Nucleoli fibrillar center",HPA003473,ENSG00000068985,PAGE1
/archive/4/4_H7_2_,4,H7,2,35,"Cytosol,Mitochondria,Nucleoli fibrillar center",HPA003473,ENSG00000068985,PAGE1
/archive/4/4_H8_1_,4,H8,1,35,"Endoplasmic reticulum,Nucleoli,Vesicles",HPA005647,ENSG00000147202,DIAPH2
/archive/4/4_H8_2_,4,H8,2,35,"Endoplasmic reticulum,Nucleoli,Vesicles",HPA005647,ENSG00000147202,DIAPH2
/archive/7/7_A1_1_,7,A1,1,35,"Endoplasmic reticulum,Nucleoplasm",HPA005480,ENSG00000162298,SYVN1
/archive/7/7_A1_2_,7,A1,2,35,"Endoplasmic reticulum,Nucleoplasm",HPA005480,ENSG00000162298,SYVN1
/archive/7/7_A11_1_,7,A11,1,35,"Cytosol,Mitochondria",HPA007126,ENSG00000101544,ADNP2
/archive/7/7_A11_2_,7,A11,2,35,"Cytosol,Mitochondria",HPA007126,ENSG00000101544,ADNP2
/archive/7/7_A2_1_,7,A2,1,35,"Cytosol,Nucleoplasm,Plasma membrane",HPA006287,ENSG00000136878,USP20
/archive/7/7_A2_2_,7,A2,2,35,"Cytosol,Nucleoplasm,Plasma membrane",HPA006287,ENSG00000136878,USP20
/archive/7/7_A6_1_,7,A6,1,35,"Cytosol,Golgi apparatus,Nucleoplasm",HPA006144,ENSG00000154957,ZNF18
/archive/7/7_A6_2_,7,A6,2,35,"Cytosol,Golgi apparatus,Nucleoplasm",HPA006144,ENSG00000154957,ZNF18
/archive/7/7_A8_1_,7,A8,1,35,"Golgi apparatus,Nucleoplasm",HPA006429,ENSG00000178913,TAF7
/archive/7/7_A8_2_,7,A8,2,35,"Golgi apparatus,Nucleoplasm",HPA006429,ENSG00000178913,TAF7
/archive/7/7_B1_1_,7,B1,1,35,"Endoplasmic reticulum,Golgi apparatus",HPA005684,ENSG00000148396,SEC16A
/archive/7/7_B1_2_,7,B1,2,35,"Endoplasmic reticulum,Golgi apparatus",HPA005684,ENSG00000148396,SEC16A
/archive/7/7_B10_1_,7,B10,1,35,"Plasma membrane,Vesicles",HPA004194,ENSG00000157837,SPPL3
/archive/7/7_B10_2_,7,B10,2,35,"Plasma membrane,Vesicles",HPA004194,ENSG00000157837,SPPL3
/archive/7/7_B11_1_,7,B11,1,35,Nucleoplasm,HPA007128,ENSG00000170322,NFRKB
/archive/7/7_B11_2_,7,B11,2,35,Nucleoplasm,HPA007128,ENSG00000170322,NFRKB
/archive/7/7_B12_1_,7,B12,1,35,"Actin filaments,Plasma membrane",HPA008066,ENSG00000122786,CALD1
/archive/7/7_B12_2_,7,B12,2,35,"Actin filaments,Plasma membrane",HPA008066,ENSG00000122786,CALD1
/archive/7/7_B2_1_,7,B2,1,35,Cytosol,HPA006593,ENSG00000137558,PI15
/archive/7/7_B2_2_,7,B2,2,35,Cytosol,HPA006593,ENSG00000137558,PI15
/archive/7/7_B3_1_,7,B3,1,35,"Cytosol,Nucleoplasm",HPA006756,ENSG00000111667,USP5
/archive/7/7_B3_2_,7,B3,2,35,"Cytosol,Nucleoplasm",HPA006756,ENSG00000111667,USP5
/archive/7/7_B4_1_,7,B4,1,35,Cytosol,HPA007222,ENSG00000036672,USP2
/archive/7/7_B4_2_,7,B4,2,35,Cytosol,HPA007222,ENSG00000036672,USP2
/archive/7/7_B5_1_,7,B5,1,35,"Cytosol,Nuclear bodies,Nucleoplasm",HPA005909,ENSG00000121060,TRIM25
/archive/7/7_B5_2_,7,B5,2,35,"Cytosol,Nuclear bodies,Nucleoplasm",HPA005909,ENSG00000121060,TRIM25
/archive/7/7_B7_1_,7,B7,1,35,"Nucleoli,Plasma membrane",HPA006294,ENSG00000061337,LZTS1
/archive/7/7_B7_2_,7,B7,2,35,"Nucleoli,Plasma membrane",HPA006294,ENSG00000061337,LZTS1
/archive/7/7_B8_1_,7,B8,1,35,"Actin filaments,Nucleoplasm",HPA006474,ENSG00000148835,TAF5
/archive/7/7_B8_2_,7,B8,2,35,"Actin filaments,Nucleoplasm",HPA006474,ENSG00000148835,TAF5
/archive/7/7_B9_1_,7,B9,1,35,Nucleoplasm,HPA006759,ENSG00000167491,GATAD2A
/archive/7/7_B9_2_,7,B9,2,35,Nucleoplasm,HPA006759,ENSG00000167491,GATAD2A
/archive/7/7_C1_1_,7,C1,1,35,Nuclear speckles,HPA006312,"ENSG00000240682,ENSG00000261796","ISY1,ISY1-RAB43"
/archive/7/7_C1_2_,7,C1,2,35,Nuclear speckles,HPA006312,"ENSG00000240682,ENSG00000261796","ISY1,ISY1-RAB43"
/archive/7/7_C10_1_,7,C10,1,35,Nucleoplasm,HPA006982,ENSG00000179981,TSHZ1
/archive/7/7_C10_2_,7,C10,2,35,Nucleoplasm,HPA006982,ENSG00000179981,TSHZ1
/archive/7/7_C11_1_,7,C11,1,35,"Nucleoli,Nucleoplasm",HPA007246,ENSG00000232040,ZBED9
/archive/7/7_C11_2_,7,C11,2,35,"Nucleoli,Nucleoplasm",HPA007246,ENSG00000232040,ZBED9
/archive/7/7_C2_1_,7,C2,1,35,Cytosol,HPA006632,ENSG00000092010,PSME1
/archive/7/7_C2_2_,7,C2,2,35,Cytosol,HPA006632,ENSG00000092010,PSME1
/archive/7/7_C3_1_,7,C3,1,35,"Centrosome,Cytosol,Nucleoplasm",HPA006776,ENSG00000131165,CHMP1A
/archive/7/7_C3_2_,7,C3,2,35,"Centrosome,Cytosol,Nucleoplasm",HPA006776,ENSG00000131165,CHMP1A
/archive/7/7_C4_1_,7,C4,1,35,Microtubules,HPA005743,ENSG00000033800,PIAS1
/archive/7/7_C4_2_,7,C4,2,35,Microtubules,HPA005743,ENSG00000033800,PIAS1
/archive/7/7_C5_1_,7,C5,1,35,"Cytosol,Nuclear speckles",HPA005910,ENSG00000011007,ELOA
/archive/7/7_C5_2_,7,C5,2,35,"Cytosol,Nuclear speckles",HPA005910,ENSG00000011007,ELOA
/archive/7/7_C6_1_,7,C6,1,35,"Cytosol,Nucleoli",HPA006161,ENSG00000074319,TSG101
/archive/7/7_C6_2_,7,C6,2,35,"Cytosol,Nucleoli",HPA006161,ENSG00000074319,TSG101
/archive/7/7_C7_1_,7,C7,1,35,Nuclear speckles,HPA006314,ENSG00000140694,PARN
/archive/7/7_C7_2_,7,C7,2,35,Nuclear speckles,HPA006314,ENSG00000140694,PARN
/archive/7/7_C8_1_,7,C8,1,35,Nucleoplasm,HPA006487,ENSG00000272333,KMT2B
/archive/7/7_C8_2_,7,C8,2,35,Nucleoplasm,HPA006487,ENSG00000272333,KMT2B
/archive/7/7_D1_1_,7,D1,1,35,Nucleoplasm,HPA006313,ENSG00000177463,NR2C2
/archive/7/7_D1_2_,7,D1,2,35,Nucleoplasm,HPA006313,ENSG00000177463,NR2C2
/archive/7/7_D10_1_,7,D10,1,35,"Cytosol,Nucleoli,Nucleoplasm",HPA007002,ENSG00000160563,MED27
/archive/7/7_D10_2_,7,D10,2,35,"Cytosol,Nucleoli,Nucleoplasm",HPA007002,ENSG00000160563,MED27
/archive/7/7_D11_1_,7,D11,1,35,"Cytosol,Nucleoplasm",HPA007267,ENSG00000137338,PGBD1
/archive/7/7_D11_2_,7,D11,2,35,"Cytosol,Nucleoplasm",HPA007267,ENSG00000137338,PGBD1
/archive/7/7_D12_1_,7,D12,1,35,Cytosol,HPA007040,ENSG00000138030,KHK
/archive/7/7_D12_2_,7,D12,2,35,Cytosol,HPA007040,ENSG00000138030,KHK
/archive/7/7_D2_1_,7,D2,1,35,Cytosol,HPA006702,ENSG00000099341,PSMD8
/archive/7/7_D2_2_,7,D2,2,35,Cytosol,HPA006702,ENSG00000099341,PSMD8
/archive/7/7_D3_1_,7,D3,1,35,"Cytosol,Plasma membrane",HPA006777,ENSG00000036672,USP2
/archive/7/7_D3_2_,7,D3,2,35,"Cytosol,Plasma membrane",HPA006777,ENSG00000036672,USP2
/archive/7/7_D5_1_,7,D5,1,35,"Cytosol,Nucleoplasm",HPA006065,ENSG00000165916,PSMC3
/archive/7/7_D5_2_,7,D5,2,35,"Cytosol,Nucleoplasm",HPA006065,ENSG00000165916,PSMC3
/archive/7/7_D8_1_,7,D8,1,35,"Cytosol,Nucleoplasm",HPA006566,ENSG00000106290,TAF6
/archive/7/7_D8_2_,7,D8,2,35,"Cytosol,Nucleoplasm",HPA006566,ENSG00000106290,TAF6
/archive/7/7_D9_1_,7,D9,1,35,Cytosol,HPA006790,ENSG00000175550,DRAP1
/archive/7/7_D9_2_,7,D9,2,35,Cytosol,HPA006790,ENSG00000175550,DRAP1
/archive/7/7_E11_1_,7,E11,1,35,Nucleoplasm,HPA007289,ENSG00000186814,ZSCAN30
/archive/7/7_E11_2_,7,E11,2,35,Nucleoplasm,HPA007289,ENSG00000186814,ZSCAN30
/archive/7/7_E12_1_,7,E12,1,35,Mitochondria,HPA007044,ENSG00000156515,HK1
/archive/7/7_E12_2_,7,E12,2,35,Mitochondria,HPA007044,ENSG00000156515,HK1
/archive/7/7_E2_1_,7,E2,1,35,"Cytosol,Nucleoplasm",HPA006731,ENSG00000103194,USP10
/archive/7/7_E2_2_,7,E2,2,35,"Cytosol,Nucleoplasm",HPA006731,ENSG00000103194,USP10
/archive/7/7_E3_1_,7,E3,1,35,Nucleoplasm,HPA006778,ENSG00000048028,USP28
/archive/7/7_E3_2_,7,E3,2,35,Nucleoplasm,HPA006778,ENSG00000048028,USP28
/archive/7/7_E5_1_,7,E5,1,35,"Cytosol,Nucleoplasm",HPA006079,ENSG00000084093,REST
/archive/7/7_E5_2_,7,E5,2,35,"Cytosol,Nucleoplasm",HPA006079,ENSG00000084093,REST
/archive/7/7_E6_1_,7,E6,1,35,"Mitochondria,Nucleoplasm",HPA006204,ENSG00000123297,TSFM
/archive/7/7_E6_2_,7,E6,2,35,"Mitochondria,Nucleoplasm",HPA006204,ENSG00000123297,TSFM
/archive/7/7_E7_1_,7,E7,1,35,Cytosol,HPA006408,ENSG00000088038,CNOT3
/archive/7/7_E7_2_,7,E7,2,35,Cytosol,HPA006408,ENSG00000088038,CNOT3
/archive/7/7_E8_1_,7,E8,1,35,Nuclear speckles,HPA006628,ENSG00000239306,RBM14
/archive/7/7_E8_2_,7,E8,2,35,Nuclear speckles,HPA006628,ENSG00000239306,RBM14
/archive/7/7_F1_1_,7,F1,1,35,Cytosol,HPA006237,ENSG00000135655,USP15
/archive/7/7_F1_2_,7,F1,2,35,Cytosol,HPA006237,ENSG00000135655,USP15
/archive/7/7_F11_1_,7,F11,1,35,"Cytosol,Nucleoplasm",HPA007296,ENSG00000176371,ZSCAN2
/archive/7/7_F11_2_,7,F11,2,35,"Cytosol,Nucleoplasm",HPA007296,ENSG00000176371,ZSCAN2
/archive/7/7_F2_1_,7,F2,1,35,"Cytosol,Nucleoplasm",HPA006749,ENSG00000103194,USP10
/archive/7/7_F2_2_,7,F2,2,35,"Cytosol,Nucleoplasm",HPA006749,ENSG00000103194,USP10
/archive/7/7_F4_1_,7,F4,1,35,Nuclear speckles,HPA005800,ENSG00000143178,TBX19
/archive/7/7_F4_2_,7,F4,2,35,Nuclear speckles,HPA005800,ENSG00000143178,TBX19
/archive/7/7_F6_1_,7,F6,1,35,Nucleoplasm,HPA006214,ENSG00000149480,MTA2
/archive/7/7_F6_2_,7,F6,2,35,Nucleoplasm,HPA006214,ENSG00000149480,MTA2
/archive/7/7_F7_1_,7,F7,1,35,Cytosol,HPA006417,ENSG00000109854,HTATIP2
/archive/7/7_F7_2_,7,F7,2,35,Cytosol,HPA006417,ENSG00000109854,HTATIP2
/archive/7/7_F9_1_,7,F9,1,35,"Microtubules,Nucleoplasm",HPA006912,ENSG00000188342,GTF2F2
/archive/7/7_F9_2_,7,F9,2,35,"Microtubules,Nucleoplasm",HPA006912,ENSG00000188342,GTF2F2
/archive/7/7_G10_1_,7,G10,1,35,Nucleoplasm,HPA007082,ENSG00000170322,NFRKB
/archive/7/7_G10_2_,7,G10,2,35,Nucleoplasm,HPA007082,ENSG00000170322,NFRKB
/archive/7/7_G4_1_,7,G4,1,35,Golgi apparatus,HPA005809,ENSG00000116731,PRDM2
/archive/7/7_G4_2_,7,G4,2,35,Golgi apparatus,HPA005809,ENSG00000116731,PRDM2
/archive/7/7_G5_1_,7,G5,1,35,Nucleoplasm,HPA006104,ENSG00000156650,KAT6B
/archive/7/7_G5_2_,7,G5,2,35,Nucleoplasm,HPA006104,ENSG00000156650,KAT6B
/archive/7/7_G6_1_,7,G6,1,35,"Nucleoplasm,Plasma membrane",HPA006227,ENSG00000111727,HCFC2
/archive/7/7_G6_2_,7,G6,2,35,"Nucleoplasm,Plasma membrane",HPA006227,ENSG00000111727,HCFC2
/archive/7/7_G8_1_,7,G8,1,35,"Mitochondria,Nuclear bodies",HPA006672,ENSG00000106261,ZKSCAN1
/archive/7/7_G8_2_,7,G8,2,35,"Mitochondria,Nuclear bodies",HPA006672,ENSG00000106261,ZKSCAN1
/archive/7/7_G9_1_,7,G9,1,35,"Cytosol,Rods & Rings",HPA006913,ENSG00000168237,GLYCTK
/archive/7/7_G9_2_,7,G9,2,35,"Cytosol,Rods & Rings",HPA006913,ENSG00000168237,GLYCTK
/archive/7/7_H10_1_,7,H10,1,35,"Cytosol,Nucleoplasm",HPA007124,ENSG00000235109,ZSCAN31
/archive/7/7_H10_2_,7,H10,2,35,"Cytosol,Nucleoplasm",HPA007124,ENSG00000235109,ZSCAN31
/archive/7/7_H11_1_,7,H11,1,35,Nucleoli,HPA007938,ENSG00000152467,ZSCAN1
/archive/7/7_H11_2_,7,H11,2,35,Nucleoli,HPA007938,ENSG00000152467,ZSCAN1
/archive/7/7_H2_1_,7,H2,1,35,Mitochondria,HPA006753,ENSG00000107959,PITRM1
/archive/7/7_H2_2_,7,H2,2,35,Mitochondria,HPA006753,ENSG00000107959,PITRM1
/archive/7/7_H3_1_,7,H3,1,35,Cytosol,HPA006937,ENSG00000103404,USP31
/archive/7/7_H3_2_,7,H3,2,35,Cytosol,HPA006937,ENSG00000103404,USP31
/archive/7/7_H4_1_,7,H4,1,35,"Cytosol,Nucleoplasm",HPA005891,ENSG00000161980,POLR3K
/archive/7/7_H4_2_,7,H4,2,35,"Cytosol,Nucleoplasm",HPA005891,ENSG00000161980,POLR3K
/archive/7/7_H5_1_,7,H5,1,35,Nucleoplasm,HPA006105,ENSG00000157259,GATAD1
/archive/7/7_H5_2_,7,H5,2,35,Nucleoplasm,HPA006105,ENSG00000157259,GATAD1
/archive/7/7_H6_1_,7,H6,1,35,Nucleoplasm,HPA006232,ENSG00000136146,MED4
/archive/7/7_H6_2_,7,H6,2,35,Nucleoplasm,HPA006232,ENSG00000136146,MED4
/archive/7/7_H9_1_,7,H9,1,35,"Cytosol,Nucleoli,Vesicles",HPA006949,ENSG00000163346,PBXIP1
/archive/7/7_H9_2_,7,H9,2,35,"Cytosol,Nucleoli,Vesicles",HPA006949,ENSG00000163346,PBXIP1
/archive/10/10_A12_1_,10,A12,1,35,Cytosol,HPA000903,ENSG00000100591,AHSA1
/archive/10/10_A12_2_,10,A12,2,35,Cytosol,HPA000903,ENSG00000100591,AHSA1
/archive/10/10_A2_1_,10,A2,1,35,"Cytosol,Plasma membrane",HPA006564,ENSG00000154229,PRKCA
/archive/10/10_A2_2_,10,A2,2,35,"Cytosol,Plasma membrane",HPA006564,ENSG00000154229,PRKCA
/archive/10/10_A3_1_,10,A3,1,35,"Cytosol,Plasma membrane",HPA004747,ENSG00000136068,FLNB
/archive/10/10_A3_2_,10,A3,2,35,"Cytosol,Plasma membrane",HPA004747,ENSG00000136068,FLNB
/archive/10/10_A4_1_,10,A4,1,35,"Cytosol,Nucleoli",HPA005750,ENSG00000106299,WASL
/archive/10/10_A4_2_,10,A4,2,35,"Cytosol,Nucleoli",HPA005750,ENSG00000106299,WASL
/archive/10/10_A5_1_,10,A5,1,35,Cytosol,HPA005679,ENSG00000164120,HPGD
/archive/10/10_A5_2_,10,A5,2,35,Cytosol,HPA005679,ENSG00000164120,HPGD
